word,level,pos
hire,b2,noun
hire,b1,verb
historic,b1,adjective
historical,b1,adjective
history,a1,noun
hit,a2,noun
hit,a2,verb
hobby,a1,noun
hockey,a2,noun
hold,b2,noun
hold,a2,verb
hole,a2,noun
holiday,a1,noun
hollow,b2,adjective
holy,b2,adjective
home,a2,adjective
home,a1,adverb
home,a1,noun
homework,a1,noun
honest,b1,adjective
honour,b2,noun
honour,b2,verb
hope,a2,noun
hope,a1,verb
horrible,b1,adjective
horror,b1,noun
horse,a1,noun
hospital,a1,noun
host,b1,noun
host,b2,verb
hot,a1,adjective
hotel,a1,noun
hour,a1,noun
house,a1,noun
house,b2,verb
household,b2,noun
housing,b2,noun
how,a1,adverb
however,a1,adverb
huge,a2,adjective
human,a2,adjective
human,a2,noun
humorous,b2,adjective
humour,b2,noun
hungry,a1,adjective
hunt,b2,noun
hunt,b1,verb
hunting,b2,noun
hurricane,b1,noun
hurry,b1,noun
hurry,b1,verb
hurt,a2,adjective
hurt,b2,noun
hurt,a2,verb
husband,a1,noun
ice,a1,noun
ice cream,a1,noun
idea,a1,noun
ideal,a2,adjective
ideal,b2,noun
identify,a2,verb
identity,b1,noun
ignore,b1,verb
ill,a2,adjective
illegal,b1,adjective
illness,a2,noun
illustrate,b2,verb
illustration,b2,noun
image,a2,noun
imaginary,b1,adjective
imagination,b2,noun
imagine,a1,verb
immediate,b1,adjective
immediately,a2,adverb
immigrant,b1,noun
impact,b1,noun
impact,b1,verb
impatient,b2,adjective
imply,b2,verb
import,b1,noun
import,b1,verb
importance,b1,noun
important,a1,adjective
impose,b2,verb
impossible,a2,adjective
impress,b2,verb
impressed,b2,adjective
impression,b1,noun
impressive,b1,adjective
improve,a1,verb
improvement,b1,noun
in,a1,adverb
inch,b2,noun
incident,b2,noun
include,a1,verb
included,a2,adjective
income,b2,noun
increase,a2,noun
increase,a2,verb
increasingly,b2,adverb
incredible,a2,adjective
incredibly,b1,adverb
indeed,b1,adverb
independent,a2,adjective
indicate,b1,verb
indirect,b1,adjective
individual,a2,adjective
individual,a2,noun
indoor,b1,adjective
indoors,b1,adverb
industrial,b2,adjective
industry,a2,noun
infection,b2,noun
influence,b1,noun
influence,b1,verb
inform,b2,verb
informal,a2,adjective
information,a1,noun
ingredient,b1,noun
initial,b2,adjective
initially,b2,adverb
initiative,b2,noun
injure,b1,verb
injured,b1,adjective
injury,a2,noun
inner,b2,adjective
innocent,b1,adjective
inquiry,b2,noun
insect,a2,noun
inside,a2,adjective
inside,a2,adverb
inside,a2,noun
insight,b2,noun
insist,b2,verb
inspire,b2,verb
install,b2,verb
instance,b2,noun
instead,a2,adverb
institute,b2,noun
institution,b2,noun
instruction,a2,noun
instructor,a2,noun
instrument,a2,noun
insurance,b2,noun
intelligence,b1,noun
intelligent,a2,adjective
intend,b1,verb
intended,b2,adjective
intense,b2,adjective
intention,b1,noun
interest,a1,noun
interest,a1,verb
interested,a1,adjective
interesting,a1,adjective
internal,b2,adjective
international,a2,adjective
internet,a1,noun
interpret,b2,verb
interrupt,b2,verb
interview,a1,noun
interview,a1,verb
introduce,a1,verb
introduction,a2,noun
invent,a2,verb
invention,a2,noun
invest,b1,verb
investigate,b1,verb
investigation,b2,noun
investment,b2,noun
invitation,a2,noun
invite,a2,verb
involve,a2,verb
involved,b1,adjective
iron,b1,noun
iron,b1,verb
island,a1,noun
issue,b1,noun
issue,b2,verb
it,b1,noun
item,a2,noun
jacket,a1,noun
jam,a2,noun
january,a1,noun
jazz,a2,noun
jeans,a1,noun
jewellery,a2,noun
job,a1,noun
join,a1,verb
joke,a2,noun
joke,a2,verb
journal,b1,noun
journalist,a2,noun
journey,a1,noun
joy,b2,noun
judge,b1,noun
judge,b1,verb
judgement,b2,noun
juice,a1,noun
july,a1,noun
jump,a2,noun
jump,a2,verb
june,a1,noun
junior,b2,adjective
just,a1,adverb
justice,b2,noun
justify,b2,verb
keen,b1,adjective
keep,a1,verb
key,a1,adjective
key,a1,noun
key,b1,verb
keyboard,b1,noun
kick,b1,noun
kick,b1,verb
kid,a2,noun
kill,a2,verb
killing,b1,noun
kilometre,a1,noun
kind,b1,adjective
kind,a1,noun
king,a2,noun
kiss,b1,noun
kiss,b1,verb
kitchen,a1,noun
knee,a2,noun
knife,a2,noun
knock,b1,noun
knock,a2,verb
know,a1,verb
knowledge,a2,noun
lab,a2,noun
label,b1,noun
label,b1,verb
laboratory,b1,noun
labour,b2,noun
lack,b1,noun
lack,b1,verb
lady,a2,noun
lake,a2,noun
lamp,a2,noun
land,a1,noun
land,a2,verb
landscape,b2,noun
language,a1,noun
laptop,a2,noun
large,a1,adjective
largely,b2,adverb
last,a2,adverb
last,a2,noun
last,a2,verb
late,a1,adjective
late,a1,adverb
later,a2,adjective
later,a1,adverb
latest,b1,adjective
latest,b2,noun
laugh,a1,noun
laugh,a1,verb
laughter,a2,noun
launch,b2,noun
launch,b2,verb
law,a2,noun
lawyer,a2,noun
lay,b1,verb
layer,b1,noun
lazy,a2,adjective
lead,b1,noun
lead,a2,verb
leader,a2,noun
leadership,b2,noun
leading,b1,adjective
leaf,b1,noun
league,b2,noun
lean,b2,verb
learn,a1,verb
learning,a2,noun
least,a2,adverb
leather,b1,noun
leave,b2,noun
leave,a1,verb
lecture,a2,noun
lecture,a2,verb
left,a1,adjective
left,a1,adverb
left,a1,noun
leg,a1,noun
legal,b1,adjective
leisure,b1,noun
lemon,a2,noun
lend,a2,verb
length,b1,noun
less,a2,adverb
lesson,a1,noun
let,a1,verb
letter,a1,noun
level,b1,adjective
level,a2,noun
level,b2,verb
library,a1,noun
licence,b2,noun
lie,b1,noun
lie,a1,verb
lie,b1,verb
life,a1,noun
lifestyle,a2,noun
lift,a2,noun
lift,a2,verb
light,a1,adjective
light,a1,noun
light,a2,verb
like,b1,noun
like,a1,verb
likely,a2,adjective
limit,b1,noun
limit,b1,verb
limited,b2,adjective
line,a1,noun
line,b2,verb
link,a2,noun
link,a2,verb
lion,a1,noun
lip,b1,noun
liquid,b1,adjective
liquid,b1,noun
list,a1,noun
list,a1,verb
listen,a1,verb
listener,a2,noun
literature,b1,noun
little,a1,adjective
little,a2,adverb
live,b1,adjective
live,b1,adverb
live,a1,verb
lively,b2,adjective
living,b1,adjective
living,b1,noun
load,b2,noun
load,b2,verb
loan,b2,noun
local,a1,adjective
local,b1,noun
locate,b1,verb
located,b1,adjective
location,b1,noun
lock,a2,noun
lock,a2,verb
logical,b2,adjective
lonely,b1,adjective
long,a1,adjective
long,a1,adverb
long-term,b2,adjective
long-term,b2,adverb
look,a2,noun
look,a1,verb
loose,b2,adjective
lord,b2,noun
lorry,a2,noun
lose,a1,verb
loss,b1,noun
lost,a2,adjective
lot,a1,adverb
loud,a2,adjective
loud,a2,adverb
loudly,a2,adverb
love,a1,noun
love,a1,verb
lovely,a2,adjective
low,a2,adjective
low,a2,adverb
low,b2,noun
lower,b2,verb
luck,a2,noun
lucky,a2,adjective
lunch,a1,noun
lung,b2,noun
luxury,b1,adjective
luxury,b1,noun
machine,a1,noun
mad,b1,adjective
magazine,a1,noun
magic,b1,adjective
magic,b1,noun
mail,a2,noun
mail,a2,verb
main,a1,adjective
mainly,b1,adverb
maintain,b2,verb
major,a2,adjective
majority,b2,noun
make,b2,noun
make,a1,verb
male,a2,adjective
male,a2,noun
mall,b1,noun
man,a1,noun
manage,a2,verb
management,b1,noun
manager,a2,noun
manner,a2,noun
map,a1,noun
map,b2,verb
march,a1,noun
mark,a2,noun
mark,a2,verb
market,a1,noun
market,b1,verb
marketing,b1,noun
marriage,b1,noun
married,a1,adjective
marry,a2,verb
mass,b2,adjective
mass,b2,noun
massive,b2,adjective
master,b2,noun
master,b2,verb
match,a1,noun
match,a1,verb
matching,b2,adjective
material,b2,adjective
material,a2,noun
mathematics,a2,noun
maths,a2,noun
matter,a2,noun
matter,a2,verb
maximum,b2,adjective
maximum,b2,noun
may,a1,noun
maybe,a1,adverb
meal,a1,noun
mean,a1,verb
meaning,a1,noun
means,b2,noun
meanwhile,b1,adverb
measure,b1,noun
measure,b1,verb
measurement,b2,noun
meat,a1,noun
media,a2,noun
medical,a2,adjective
medicine,a2,noun
medium,b1,adjective
medium,b2,noun
meet,a1,verb
meeting,a1,noun
melt,b2,verb
member,a1,noun
memory,a2,noun
mental,b1,adjective
mention,b1,noun
mention,a2,verb
menu,a1,noun
mess,b1,noun
message,a1,noun
metal,a2,noun
method,a2,noun
metre,a1,noun
middle,a2,adjective
middle,a2,noun
midnight,a1,noun
mild,b1,adjective
mile,a1,noun
military,b2,adjective
military,b2,noun
milk,a1,noun
mind,a2,noun
mind,a2,verb
mine,b1,noun
mineral,b2,noun
minimum,b2,adjective
minimum,b2,noun
minister,b2,noun
minor,b2,adjective
minority,b2,noun
minute,a1,noun
mirror,a2,noun
miss,a1,verb
missing,a2,adjective
mission,b2,noun
mistake,a1,noun
mistake,b2,verb
mix,b1,noun
mix,b1,verb
mixed,b2,adjective
mixture,b1,noun
mobile,a2,adjective
mobile,a2,noun
model,a1,noun
model,b2,verb
modern,a1,adjective
modify,b2,verb
moment,a1,noun
monday,a1,noun
money,a1,noun
monitor,b2,noun
monitor,b2,verb
monkey,a2,noun
month,a1,noun
mood,b1,noun
moon,a2,noun
moral,b2,adjective
moral,b2,noun
more,a1,adverb
morning,a1,noun
most,a1,adverb
mostly,a2,adverb
mother,a1,noun
motor,b2,adjective
motor,b2,noun
motorcycle,a2,noun
mount,b2,verb
mountain,a1,noun
mouse,a1,noun
mouth,a1,noun
move,b1,noun
move,a1,verb
movement,a2,noun
movie,a1,noun
much,a1,adverb
mud,b1,noun
multiple,b2,adjective
multiply,b2,verb
mum,a1,noun
murder,b1,noun
murder,b1,verb
muscle,b1,noun
museum,a1,noun
music,a1,noun
musical,a2,adjective
musical,b1,noun
musician,a2,noun
mysterious,b2,adjective
mystery,b1,noun
nail,b1,noun
name,a1,noun
name,a1,verb
narrative,b1,adjective
narrative,b1,noun
narrow,a2,adjective
narrow,b2,verb
nation,b1,noun
national,a2,adjective
national,b2,noun
native,b1,adjective
native,b1,noun
natural,a1,adjective
naturally,b1,adverb
nature,a2,noun
near,a1,adjective
near,a1,adverb
nearly,a2,adverb
neat,b2,adjective
necessarily,b1,adverb
necessary,a2,adjective
neck,a2,noun
need,a2,noun
need,a1,verb
needle,b1,noun
negative,a1,adjective
negative,b2,noun
neighbour,a1,noun
neighbourhood,b1,noun
neither,b1,adverb
nerve,b2,noun
nervous,a2,adjective
net,b1,noun
network,a2,noun
never,a1,adverb
nevertheless,b2,adverb
new,a1,adjective
news,a1,noun
newspaper,a1,noun
next,a1,adjective
next,a1,adverb
next,b1,noun
nice,a1,adjective
night,a1,noun
nightmare,b2,noun
noise,a2,noun
noisy,a2,adjective
nor,b1,adverb
normal,a2,adjective
normal,b1,noun
normally,a2,adverb
north,a1,adjective
north,a1,adverb
north,a1,noun
northern,b1,adjective
nose,a1,noun
not,a1,adverb
note,a1,noun
note,b1,verb
notice,a2,noun
notice,a2,verb
notion,b2,noun
novel,a2,noun
november,a1,noun
now,a1,adverb
nowhere,a2,adverb
nuclear,b1,adjective
number,a1,noun
number,a2,verb
numerous,b2,adjective
nurse,a1,noun
nut,a2,noun
o'clock,a1,adverb
obey,b2,verb
object,a1,noun
object,b2,verb
objective,b2,adjective
objective,b2,noun
obligation,b2,noun
observation,b2,noun
observe,b2,verb
obtain,b2,verb
obvious,b1,adjective
obviously,b1,adverb
occasion,b1,noun
occasionally,b2,adverb
occur,b1,verb
ocean,a2,noun
october,a1,noun
odd,b1,adjective
off,a1,adverb
offence,b2,noun
offend,b2,verb
offensive,b2,adjective
offer,a2,noun
offer,a2,verb
office,a1,noun
officer,a2,noun
official,b1,adjective
official,b2,noun
often,a1,adverb
oil,a2,noun
ok,a1,adjective
ok,a1,adverb
old,a1,adjective
old-fashioned,b1,adjective
on,a1,adverb
once,a1,adverb
onion,a1,noun
online,a1,adjective
online,a1,adverb
only,a1,adjective
only,a1,adverb
open,a1,adjective
open,a1,verb
opening,b2,noun
operate,b2,verb
operation,b1,noun
opinion,a1,noun
opponent,b2,noun
opportunity,a2,noun
oppose,b2,verb
opposed,b2,adjective
opposite,a1,adjective
opposite,a1,adverb
opposite,a1,noun
opposition,b2,noun
option,a2,noun
orange,a1,adjective
orange,a1,noun
order,a1,noun
order,a1,verb
ordinary,a2,adjective
organ,b2,noun
organization,a2,noun
organize,a2,verb
organized,b1,adjective
organizer,b1,noun
origin,b2,noun
original,a2,adjective
original,b1,noun
originally,b1,adverb
other,a1,adjective
otherwise,b2,adverb
out,a1,adverb
outcome,b2,noun
outdoor,b1,adjective
outdoors,b1,adverb
outer,b2,adjective
outline,b2,noun
outline,b2,verb
outside,a2,adjective
outside,a1,adverb
outside,a2,noun
oven,a2,noun
over,a1,adverb
overall,b2,adjective
overall,b2,adverb
owe,b2,verb
own,a1,adjective
own,a2,verb
owner,a2,noun
pace,b2,noun
pace,b2,verb
pack,b1,noun
pack,a2,verb
package,b1,noun
package,b2,verb
page,a1,noun
pain,a2,noun
painful,b1,adjective
paint,a1,noun
paint,a1,verb
painter,a2,noun
painting,a1,noun
pair,a1,noun
palace,a2,noun
pale,b1,adjective
pan,b1,noun
panel,b2,noun
pants,a2,noun
paper,a1,noun
paragraph,a1,noun
parent,a1,noun
park,a1,noun
park,a1,verb
parking,a2,noun
parliament,b2,noun
part,a1,noun
participant,b2,noun
participate,b1,verb
particular,a2,adjective
particularly,b1,adverb
partly,b2,adverb
partner,a1,noun
party,a1,noun
pass,b1,noun
pass,a2,verb
passage,b2,noun
passenger,a2,noun
passion,b1,noun
passport,a1,noun
past,a1,adjective
past,a2,adverb
past,a1,noun
path,b1,noun
patient,b2,adjective
patient,a2,noun
pattern,a2,noun
pay,a2,noun
pay,a1,verb
payment,b1,noun
peace,a2,noun
peaceful,b1,adjective
pen,a1,noun
pencil,a1,noun
penny,a2,noun
pension,b2,noun
people,a1,noun
pepper,a1,noun
per cent,a2,adjective
per cent,a2,adverb
per cent,a2,noun
percentage,b1,noun
perfect,a1,adjective
perfectly,b1,adverb
perform,a2,verb
performance,b1,noun
perhaps,a2,adverb
period,a1,noun
permanent,b2,adjective
permission,a2,noun
permit,b2,noun
permit,b2,verb
person,a1,noun
personal,a1,adjective
personality,a2,noun
personally,b1,adverb
perspective,b2,noun
persuade,b1,verb
pet,a2,noun
petrol,a2,noun
phase,b2,noun
phenomenon,b2,noun
philosophy,b2,noun
phone,a1,noun
phone,a1,verb
photo,a1,noun
photograph,a1,noun
photograph,a2,verb
photographer,b1,noun
photography,b1,noun
phrase,a1,noun
physical,a2,adjective
physics,a2,noun
piano,a1,noun
pick,b2,noun
pick,a2,verb
picture,a1,noun
picture,b2,verb
piece,a1,noun
pig,a1,noun
pile,b2,noun
pile,b2,verb
pilot,a2,noun
pin,b1,noun
pin,b1,verb
pink,a1,adjective
pink,a1,noun
pipe,b1,noun
pitch,b2,noun
place,a1,noun
place,b1,verb
plain,b2,adjective
plan,a1,noun
plan,a1,verb
plane,a1,noun
planet,a2,noun
planning,b1,noun
plant,a1,noun
plant,a2,verb
plastic,a2,adjective
plastic,a2,noun
plate,a2,noun
platform,a2,noun
play,a1,noun
play,a1,verb
player,a1,noun
pleasant,b1,adjective
please,a2,verb
pleased,a2,adjective
pleasure,b1,noun
plot,b1,noun
plot,b2,verb
plus,b2,adjective
plus,b2,noun
pocket,a2,noun
poem,b1,noun
poet,b1,noun
poetry,b1,noun
point,a1,noun
point,b1,verb
pointed,b2,adjective
poison,b1,noun
poison,b1,verb
poisonous,b1,adjective
police,a1,noun
policeman,a1,noun
policy,b1,noun
polite,a2,adjective
political,b1,adjective
politician,b1,noun
politics,b1,noun
pollution,a2,noun
pool,a1,noun
poor,a1,adjective
pop,a2,adjective
pop,a2,noun
popular,a1,adjective
popularity,b2,noun
population,a2,noun
port,b1,noun
portrait,b1,noun
pose,b2,verb
position,a2,noun
position,b2,verb
positive,a1,adjective
positive,b2,noun
possess,b2,verb
possession,a2,noun
possibility,a2,noun
possible,a1,adjective
possibly,b1,adverb
post,a1,noun
post,a1,verb
poster,a2,noun
pot,b1,noun
potato,a1,noun
potential,b2,adjective
potential,b2,noun
pound,a1,noun
pour,b1,verb
poverty,b1,noun
powder,b1,noun
power,a2,noun
power,b2,verb
powerful,b1,adjective
practical,b1,adjective
practice,a1,noun
practise,a1,verb
praise,b2,noun
praise,b2,verb
pray,b1,verb
prayer,b1,noun
predict,a2,verb
prediction,b1,noun
prefer,a1,verb
pregnant,b2,adjective
preparation,b2,noun
prepare,a1,verb
prepared,b1,adjective
presence,b2,noun
present,a1,adjective
present,a1,noun
present,a2,verb
presentation,b1,noun
preserve,b2,verb
president,a2,noun
press,b1,noun
press,b1,verb
pressure,b1,noun
pretend,b1,verb
pretty,a1,adjective
pretty,a1,adverb
prevent,a2,verb
previous,b1,adjective
previously,b1,adverb
price,a1,noun
price,b2,verb
priest,b1,noun
primary,b1,adjective
prime,b2,adjective
prince,b1,noun
princess,b1,noun
principle,b2,noun
print,b2,noun
print,a2,verb
printer,a2,noun
printing,b1,noun
priority,b2,noun
prison,a2,noun
prisoner,b1,noun
privacy,b2,noun
private,b1,adjective
prize,a2,noun
probably,a1,adverb
problem,a1,noun
procedure,b2,noun
process,a2,noun
process,b2,verb
produce,b2,noun
produce,a2,verb
producer,b1,noun
product,a1,noun
production,b1,noun
profession,b1,noun
professional,a2,adjective
professional,b2,noun
professor,a2,noun
profile,a2,noun
profit,b1,noun
program,a2,noun
program,b1,verb
programme,a1,noun
progress,a2,noun
progress,b2,verb
project,a1,noun
project,b2,verb
promise,a2,noun
promise,a2,verb
promote,b1,verb
pronounce,a2,verb
proof,b2,noun
proper,b1,adjective
properly,b1,adverb
property,b1,noun
proposal,b2,noun
propose,b2,verb
prospect,b2,noun
protect,a2,verb
protection,b2,noun
protest,b1,noun
protest,b1,verb
proud,b1,adjective
prove,b1,verb
provide,a2,verb
psychologist,b2,noun
psychology,b2,noun
pub,a2,noun
public,a2,adjective
public,a2,noun
publication,b2,noun
publish,a2,verb
pull,b1,noun
pull,a2,verb
punish,b1,verb
punishment,b1,noun
pupil,b2,noun
purchase,b2,noun
purchase,b2,verb
pure,b2,adjective
purple,a1,adjective
purple,a1,noun
purpose,a2,noun
pursue,b2,verb
push,b1,noun
push,a2,verb
put,a1,verb
qualification,b1,noun
qualified,b1,adjective
qualify,b1,verb
quality,a2,noun
quantity,a2,noun
quarter,a1,noun
queen,a2,noun
question,a1,noun
question,a2,verb
queue,b1,noun
queue,b1,verb
quick,a1,adjective
quickly,a1,adverb
quiet,a1,adjective
quietly,a2,adverb
quit,b1,verb
quite,a1,adverb
quotation,b1,noun
quote,b1,noun
quote,b1,verb
race,a2,noun
race,a2,verb
racing,b1,noun
radio,a1,noun
railway,a2,noun
rain,a1,noun
rain,a1,verb
raise,a2,verb
range,b1,noun
range,b2,verb
rank,b2,noun
rank,b2,verb
rapid,b2,adjective
rapidly,b2,adverb
rare,b1,adjective
rarely,b1,adverb
rate,a2,noun
rate,b2,verb
rather,a2,adverb
raw,b2,adjective
reach,b2,noun
reach,a2,verb
react,a2,verb
reaction,b1,noun
read,a1,verb
reader,a1,noun
reading,a1,noun
ready,a1,adjective
real,a1,adjective
realistic,b2,adjective
reality,b1,noun
realize,a2,verb
really,a1,adverb
reason,a1,noun
reasonable,b2,adjective
recall,b2,verb
receipt,b1,noun
receive,a2,verb
recent,a2,adjective
recently,a2,adverb
reception,a2,noun
recipe,a2,noun
recognize,a2,verb
recommend,a2,verb
recommendation,b1,noun
record,a2,noun
record,a2,verb
recording,a2,noun
recover,b2,verb
recycle,a2,verb
red,a1,adjective
red,a1,noun
reduce,a2,verb
reduction,b2,noun
refer,a2,verb
reference,b1,noun
reflect,b1,verb
refuse,a2,verb
regard,b2,noun
regard,b2,verb
region,a2,noun
regional,b2,adjective
register,b2,noun
register,b2,verb
regret,b2,noun
regret,b2,verb
regular,a2,adjective
regularly,b1,adverb
regulation,b2,noun
reject,b1,verb
relate,b1,verb
related,b1,adjective
relation,b1,noun
relationship,a2,noun
relative,b1,adjective
relative,b1,noun
relatively,b2,adverb
relax,a1,verb
relaxed,b1,adjective
relaxing,b1,adjective
release,b1,noun
release,b1,verb
relevant,b2,adjective
reliable,b1,adjective
relief,b2,noun
religion,b1,noun
religious,b1,adjective
rely,b2,verb
remain,b1,verb
remark,b2,noun
remark,b2,verb
remember,a1,verb
remind,b1,verb
remote,b1,adjective
remove,a2,verb
rent,b1,noun
rent,b1,verb
repair,b1,noun
repair,a2,verb
repeat,b1,noun
repeat,a1,verb
repeated,b1,adjective
replace,a2,verb
reply,a2,noun
reply,a2,verb
report,a1,noun
report,a2,verb
reporter,a2,noun
represent,b1,verb
representative,b2,adjective
representative,b2,noun
reputation,b2,noun
request,a2,noun
request,b1,verb
require,b1,verb
requirement,b2,noun
rescue,b2,noun
rescue,b2,verb
research,a2,noun
research,a2,verb
researcher,a2,noun
reservation,b1,noun
reserve,b2,noun
reserve,b2,verb
resident,b2,adjective
resident,b2,noun
resist,b2,verb
resolve,b2,verb
resort,b2,noun
resource,b1,noun
respect,b1,noun
respect,b1,verb
respond,a2,verb
response,a2,noun
responsibility,b1,noun
responsible,b1,adjective
rest,a2,noun
rest,a2,verb
restaurant,a1,noun
result,a1,noun
result,b1,verb
retain,b2,verb
retire,b1,verb
retired,b1,adjective
return,a1,noun
return,a1,verb
reveal,b2,verb
review,a2,noun
review,a2,verb
revise,b1,verb
revolution,b2,noun
reward,b2,noun
reward,b2,verb
rhythm,b2,noun
rice,a1,noun
rich,a1,adjective
rid,b2,verb
ride,a2,noun
ride,a1,verb
right,a1,adjective
right,a1,adverb
right,a1,noun
ring,a2,noun
ring,a2,verb
rise,b1,noun
rise,a2,verb
risk,b1,noun
risk,b1,verb
river,a1,noun
road,a1,noun
robot,b1,noun
rock,a2,noun
role,a2,noun
roll,b1,noun
roll,b1,verb
romantic,b1,adjective
roof,a2,noun
room,a1,noun
root,b2,noun
rope,b1,noun
rough,b1,adjective
round,a2,adjective
round,a2,adverb
round,b2,noun
route,a2,noun
routine,b2,adjective
routine,a1,noun
row,b1,noun
royal,b1,adjective
rub,b2,verb
rubber,b2,adjective
rubber,b2,noun
rubbish,a2,noun
rude,a2,adjective
rugby,b1,noun
rule,a1,noun
rule,b1,verb
run,a2,noun
run,a1,verb
runner,a2,noun
running,a2,noun
rural,b2,adjective
rush,b2,noun
rush,b2,verb
sad,a1,adjective
sadly,a2,adverb
safe,a2,adjective
safety,b1,noun
sail,b1,noun
sail,a2,verb
sailing,a2,noun
sailor,b1,noun
salad,a1,noun
salary,a2,noun
sale,a2,noun
salt,a1,noun
same,a1,adjective
same,a1,adverb
sample,b1,noun
sample,b2,verb
sand,b1,noun
sandwich,a1,noun
satellite,b2,noun
satisfied,b2,adjective
satisfy,b2,verb
saturday,a1,noun
sauce,a2,noun
save,a2,verb
saving,b2,noun
say,a1,verb
scale,b2,noun
scan,b1,verb
scared,a2,adjective
scary,a2,adjective
scene,a2,noun
schedule,a2,noun
schedule,b2,verb
scheme,b2,noun
school,a1,noun
science,a1,noun
scientific,b1,adjective
scientist,a1,noun
score,a2,noun
score,a2,verb
scream,b2,noun
scream,b2,verb
screen,a2,noun
screen,b2,verb
script,b1,noun
sculpture,b1,noun
sea,a1,noun
search,a2,noun
search,a2,verb
season,a2,noun
seat,a2,noun
seat,b2,verb
second,a2,adverb
second,a1,noun
secondary,b1,adjective
secondly,a2,adverb
secret,a2,adjective
secret,a2,noun
secretary,a2,noun
section,a1,noun
sector,b2,noun
secure,b2,adjective
secure,b2,verb
security,b1,noun
see,a1,verb
seed,b1,noun
seek,b2,verb
select,b2,verb
selection,b2,noun
self,b2,noun
sell,a1,verb
send,a1,verb
senior,b2,adjective
sense,a2,noun
sense,b2,verb
sensible,b1,adjective
sensitive,b2,adjective
sentence,a1,noun
sentence,b2,verb
separate,a2,adjective
separate,b1,verb
september,a1,noun
sequence,b2,noun
series,a2,noun
serious,a2,adjective
seriously,b1,adverb
servant,b1,noun
serve,a2,verb
service,a2,noun
session,b2,noun
set,b1,noun
set,b1,verb
setting,b1,noun
settle,b2,verb
severe,b2,adjective
sex,b1,noun
sexual,b1,adjective
shade,b2,noun
shadow,b2,noun
shake,b1,noun
shake,a2,verb
shallow,b2,adjective
shame,b2,noun
shape,a2,noun
shape,b2,verb
share,b1,noun
share,a1,verb
sharp,b1,adjective
sheep,a1,noun
sheet,a2,noun
shelf,b1,noun
shell,b1,noun
shelter,b2,noun
shelter,b2,verb
shift,b1,noun
shift,b2,verb
shine,b1,verb
shiny,b1,adjective
ship,a2,noun
ship,b2,verb
shirt,a1,noun
shock,b2,noun
shock,b2,verb
shocked,b2,adjective
shoe,a1,noun
shoot,b1,verb
shooting,b2,noun
shop,a1,noun
shop,a1,verb
shopping,a1,noun
short,a1,adjective
shot,b2,noun
shoulder,a2,noun
shout,a2,noun
shout,a2,verb
show,a1,noun
show,a1,verb
shower,a1,noun
shut,a2,adjective
shut,a2,verb
shy,b1,adjective
sick,a1,adjective
side,a2,noun
sight,b1,noun
sign,a2,noun
sign,a2,verb
signal,b1,noun
signal,b1,verb
significant,b2,adjective
significantly,b2,adverb
silence,b2,noun
silent,b1,adjective
silk,b2,noun
silly,b1,adjective
silver,a2,adjective
silver,a2,noun
similar,a1,adjective
similarity,b1,noun
similarly,b1,adverb
simple,a2,adjective
simply,b1,adverb
since,b1,adverb
sincere,b2,adjective
sing,a1,verb
singer,a1,noun
singing,a2,noun
single,a2,adjective
single,a2,noun
sink,b1,verb
sir,a2,noun
sister,a1,noun
sit,a1,verb
site,a2,noun
situation,a1,noun
size,a2,noun
ski,a2,adjective
ski,a2,noun
ski,a2,verb
skiing,a2,noun
skill,a1,noun
skin,a2,noun
skirt,a1,noun
sky,a2,noun
slave,b2,noun
sleep,a2,noun
sleep,a1,verb
slice,b1,noun
slice,b1,verb
slide,b2,noun
slide,b2,verb
slight,b2,adjective
slightly,b1,adverb
slip,b2,verb
slope,b2,noun
slope,b2,verb
slow,a1,adjective
slow,b1,verb
slowly,a2,adverb
small,a1,adjective
smart,b1,adjective
smartphone,a2,noun
smell,a2,noun
smell,a2,verb
smile,a2,noun
smile,a2,verb
smoke,a2,noun
smoke,a2,verb
smoking,a2,noun
smooth,b1,adjective
snake,a1,noun
snow,a1,noun
snow,a1,verb
so,a1,adverb
soap,a2,noun
soccer,a2,noun
social,a2,adjective
society,a2,noun
sock,a2,noun
soft,a2,adjective
software,b1,noun
soil,b1,noun
solar,b2,adjective
soldier,a2,noun
solid,b1,adjective
solid,b1,noun
solution,a2,noun
solve,a2,verb
sometimes,a1,adverb
somewhat,b2,adverb
somewhere,a2,adverb
son,a1,noun
song,a1,noun
soon,a1,adverb
sorry,a1,adjective
sort,a2,noun
sort,b1,verb
soul,b2,noun
sound,a1,noun
sound,a1,verb
soup,a1,noun
source,a2,noun
south,a1,adjective
south,a1,adverb
south,a1,noun
southern,b1,adjective
space,a1,noun
speak,a1,verb
speaker,a2,noun
special,a1,adjective
specialist,b2,adjective
specialist,b2,noun
species,b2,noun
specific,a2,adjective
specifically,b1,adverb
speech,a2,noun
speed,a2,noun
speed,b2,verb
spell,a1,verb
spelling,a1,noun
spend,a1,verb
spending,b1,noun
spicy,b1,adjective
spider,a2,noun
spirit,b1,noun
spiritual,b2,adjective
split,b2,noun
split,b2,verb
spoken,b1,adjective
sponsor,b2,noun
sponsor,b2,verb
spoon,a2,noun
sport,a1,noun
spot,b1,noun
spot,b2,verb
spread,b2,noun
spread,b1,verb
spring,a1,noun
spring,b2,verb
square,a2,adjective
square,a2,noun
stable,b2,adjective
stadium,b1,noun
